PROVINCIA,TOTAL,HOMBRES_MENOS_25,HOMBRES_25_44,HOMBRES_MAS_45,MUJERES_MENOS_25,MUJERES_25_44,MUJERES_MAS_45,AGRICULTURA,INDUSTRIA,CONSTRUCCION,SERVICIOS,SIN_EMPLEO_ANTERIOR,MONTH,YEAR
LAS PALMAS,111965,7756,29053,18620,6330,29540,20666,2961,4407,19744,71541,13312,12,2008
LA RIOJA,10804,693,2199,1390,756,3784,1982,356,2840,1009,6055,544,1,2006
LA RIOJA,10461,639,2027,1492,684,3520,2099,288,2865,1026,5733,549,1,2007
LA RIOJA,11599,752,2606,1687,701,3541,2312,385,2778,1451,6333,652,1,2008
LA RIOJA,18152,1553,5429,2761,943,4707,2759,797,4591,3364,8880,520,1,2009
LA RIOJA,10823,697,2139,1420,789,3788,1990,380,2787,995,6111,550,2,2006
LA RIOJA,10415,620,1963,1494,687,3510,2141,321,2742,988,5753,611,2,2007
LA RIOJA,12128,837,2738,1736,740,3670,2407,503,2828,1470,6681,646,2,2008
LA RIOJA,19297,1669,5775,2833,1041,5094,2885,852,5000,3477,9343,625,2,2009
LA RIOJA,10810,725,2073,1419,793,3784,2016,377,2779,948,6112,594,3,2006
LA RIOJA,10318,643,1960,1385,714,3511,2105,313,2566,993,5795,651,3,2007
LA RIOJA,12030,794,2737,1807,743,3501,2448,388,2854,1602,6556,630,3,2008
LA RIOJA,20113,1768,6038,2951,1087,5262,3007,942,5215,3564,9669,723,3,2009
LA RIOJA,10756,676,2122,1458,746,3719,2035,348,2918,985,5907,598,4,2006
LA RIOJA,10089,634,1941,1378,641,3413,2082,305,2486,1011,5692,595,4,2007
LA RIOJA,12138,820,2743,1842,716,3561,2456,380,2894,1597,6615,652,4,2008
LA RIOJA,20318,1732,6091,3017,1081,5341,3056,941,5258,3609,9733,777,4,2009
LA RIOJA,9560,547,1813,1354,678,3399,1769,256,2568,870,5274,592,5,2005
LA RIOJA,10301,644,1966,1445,662,3557,2027,281,2874,958,5608,580,5,2006
LA RIOJA,9491,581,1785,1319,599,3179,2028,235,2371,957,5359,569,5,2007
LA RIOJA,11924,798,2709,1855,635,3484,2443,302,2883,1584,6434,721,5,2008
LA RIOJA,19852,1616,5875,3023,1011,5258,3069,768,5148,3520,9611,805,5,2009
LA RIOJA,9433,551,1712,1312,675,3375,1808,287,2524,865,5148,609,6,2005
LA RIOJA,9790,638,1798,1385,604,3370,1995,298,2755,897,5281,559,6,2006
LA RIOJA,9379,578,1753,1293,575,3151,2029,254,2281,962,5261,621,6,2007
LA RIOJA,11879,804,2827,1798,607,3453,2390,372,2771,1724,6335,677,6,2008
LA RIOJA,19574,1548,5786,3055,931,5147,3107,889,4943,3528,9401,813,6,2009
LA RIOJA,9598,588,1772,1340,678,3358,1862,315,2594,906,5205,578,7,2005
LA RIOJA,9754,628,1871,1451,538,3297,1969,290,2801,962,5194,507,7,2006
LA RIOJA,9399,537,1931,1311,516,3100,2004,268,2346,1038,5164,583,7,2007
LA RIOJA,11997,864,3003,1850,584,3393,2303,388,2794,1885,6358,572,7,2008
LA RIOJA,19414,1467,5729,3104,919,5093,3102,928,4861,3503,9332,790,7,2009
LA RIOJA,9896,636,1911,1393,700,3369,1887,281,2683,1034,5323,575,8,2005
LA RIOJA,9899,648,1995,1474,550,3309,1923,251,2772,1101,5277,498,8,2006
LA RIOJA,9935,591,2201,1386,530,3223,2004,299,2470,1264,5344,558,8,2007
LA RIOJA,12357,924,3221,1936,569,3423,2284,397,2871,2061,6488,540,8,2008
LA RIOJA,19205,1372,5714,3061,868,5114,3076,856,4788,3538,9349,674,8,2009
LA RIOJA,9277,560,1710,1301,656,3259,1791,238,2485,881,5122,551,9,2005
LA RIOJA,9345,567,1775,1386,575,3152,1890,199,2600,936,5098,512,9,2006
LA RIOJA,9672,597,2026,1387,567,3091,2004,257,2303,1164,5384,564,9,2007
LA RIOJA,12386,903,3316,1989,571,3341,2266,396,2850,2109,6488,543,9,2008
LA RIOJA,18957,1310,5444,3043,915,5126,3119,697,4618,3401,9509,732,9,2009
LA RIOJA,9597,603,1786,1313,700,3390,1805,291,2536,843,5383,544,10,2005
LA RIOJA,9631,558,1806,1385,691,3210,1981,238,2669,893,5309,522,10,2006
LA RIOJA,9994,657,2137,1473,571,3130,2026,268,2352,1200,5644,530,10,2007
LA RIOJA,13364,1029,3567,2074,687,3618,2389,498,3070,2135,7096,565,10,2008
LA RIOJA,20354,1487,5851,3174,1039,5508,3295,1076,4823,3371,10217,867,10,2009
LA RIOJA,9928,624,1934,1314,704,3482,1870,363,2597,864,5543,561,11,2005
LA RIOJA,9766,585,1850,1406,662,3275,1988,248,2685,936,5347,550,11,2006
LA RIOJA,10356,664,2277,1483,626,3212,2094,303,2452,1222,5779,600,11,2007
LA RIOJA,15209,1275,4335,2279,826,3944,2550,718,3522,2558,7834,577,11,2008
LA RIOJA,10279,654,2187,1357,679,3518,1884,381,2769,1027,5551,551,12,2005
LA RIOJA,10154,638,2105,1465,631,3303,2012,266,2840,1097,5417,534,12,2006
LA RIOJA,10753,717,2538,1597,616,3152,2133,325,2657,1443,5766,562,12,2007
LA RIOJA,16671,1381,5127,2600,838,4130,2595,753,4000,3171,8206,541,12,2008
LEON,26213,1768,4651,3480,1825,9076,5413,541,3594,2696,15474,3908,1,2006
LEON,24749,1527,4216,3424,1658,8365,5559,511,3588,2465,14201,3984,1,2007
LEON,25234,1559,4564,3736,1424,8100,5851,575,3590,2777,14348,3944,1,2008
LEON,32448,2471,7801,4970,1714,9077,6415,669,4678,5960,18346,2795,1,2009
LEON,26092,1712,4518,3378,1877,9181,5426,532,3568,2583,15457,3952,2,2006
LEON,24441,1453,4039,3307,1693,8331,5618,513,3492,2298,14128,4010,2,2007
LEON,25288,1543,4544,3561,1464,8241,5935,577,3377,2745,14542,4047,2,2008
LEON,33407,2577,8030,5029,1810,9362,6599,633,4906,5910,18975,2983,2,2009
LEON,26002,1741,4372,3338,1899,9173,5479,512,3538,2506,15365,4081,3,2006
LEON,24102,1392,3888,3239,1667,8256,5660,504,3440,2184,13963,4011,3,2007
LEON,24828,1575,4537,3549,1432,7859,5876,558,3289,2819,14204,3958,3,2008
LEON,34171,2658,8209,5058,1894,9605,6747,628,5224,5819,19186,3314,3,2009
LEON,25378,1690,4160,3311,1860,8951,5406,512,3461,2377,14907,4121,4,2006
LEON,23173,1320,3717,3102,1531,7956,5547,486,3315,2070,13346,3956,4,2007
LEON,24794,1665,4547,3501,1401,7795,5885,552,3241,2825,14156,4020,4,2008
LEON,34307,2672,8384,5096,1901,9545,6709,629,5451,5756,19003,3468,4,2009
LEON,24295,1581,4126,2961,1757,8897,4973,441,3119,2341,14329,4065,5,2005
LEON,24567,1601,3924,3158,1801,8728,5355,501,3325,2181,14421,4139,5,2006
LEON,22820,1339,3611,3042,1470,7801,5557,460,3268,1957,13149,3986,5,2007
LEON,24810,1689,4568,3549,1448,7727,5829,554,3224,2848,14115,4069,5,2008
LEON,33665,2656,8057,5032,1862,9400,6658,596,5460,5561,18420,3628,5,2009
LEON,23421,1612,3787,2825,1690,8533,4974,435,3012,2133,13705,4136,6,2005
LEON,23849,1659,3728,3086,1752,8422,5202,473,3215,2072,13832,4257,6,2006
LEON,22423,1496,3547,2999,1506,7478,5397,457,3162,1946,12670,4188,6,2007
LEON,24722,1787,4679,3548,1479,7559,5670,566,3303,2933,13754,4166,6,2008
LEON,33032,2693,8038,5035,1731,9051,6484,600,5357,5544,17769,3762,6,2009
LEON,22832,1537,3714,2822,1587,8203,4969,421,3001,2100,13320,3990,7,2005
LEON,22736,1531,3598,2970,1565,7999,5073,441,3251,1913,13122,4009,7,2006
LEON,21722,1353,3495,2981,1378,7206,5309,471,3157,1863,12259,3972,7,2007
LEON,24009,1708,4693,3460,1386,7278,5484,543,3304,2904,13251,4007,7,2008
LEON,32234,2722,7800,4851,1741,8789,6331,586,5182,5369,17189,3908,7,2009
LEON,21991,1426,3570,2677,1511,7943,4864,435,2958,1972,12808,3818,8,2005
LEON,22285,1454,3620,2885,1446,7847,5033,416,3292,1904,12787,3886,8,2006
LEON,21023,1261,3465,2859,1259,7007,5172,459,3091,1839,11906,3728,8,2007
LEON,23927,1676,4873,3479,1310,7153,5436,545,3393,2969,13191,3829,8,2008
LEON,32144,2635,7744,4791,1796,8861,6317,586,5100,5307,17174,3977,8,2009
LEON,22362,1415,3607,2703,1563,8231,4843,411,2958,1909,13215,3869,9,2005
LEON,22514,1450,3603,2847,1566,7963,5085,408,3290,1824,13015,3977,9,2006
LEON,21161,1231,3400,2826,1299,7166,5239,423,3010,1778,12201,3749,9,2007
LEON,25030,1836,5116,3479,1402,7541,5656,558,3366,3182,13883,4041,9,2008
LEON,33087,2688,7822,4793,2021,9264,6499,545,5124,5345,17889,4184,9,2009
LEON,23790,1567,3930,2838,1785,8683,4987,447,3105,2102,14443,3693,10,2005
LEON,23220,1421,3684,2930,1728,8243,5214,461,3321,1882,13515,4041,10,2006
LEON,21775,1323,3496,2887,1331,7280,5458,452,3064,1865,12544,3850,10,2007
LEON,26771,1949,5541,3738,1635,8039,5869,617,3575,3531,14886,4162,10,2008
LEON,34647,2697,8188,5075,2119,9783,6785,596,5318,5572,18790,4371,10,2009
LEON,24636,1703,4134,3054,1867,8725,5153,488,3238,2237,14761,3912,11,2005
LEON,24085,1487,3863,3108,1764,8419,5444,470,3485,2059,13947,4124,11,2006
LEON,22245,1358,3643,3021,1377,7373,5473,485,3070,2025,12872,3793,11,2007
LEON,28530,2136,6180,4121,1704,8358,6031,669,3840,4070,15725,4226,11,2008
LEON,24985,1688,4609,3302,1678,8547,5161,529,3422,2710,14558,3766,12,2005
LEON,24109,1487,4258,3315,1630,8021,5398,513,3543,2484,13652,3917,12,2006
LEON,23572,1461,4306,3399,1313,7521,5572,541,3296,2602,13360,3773,12,2007
LEON,30462,2298,7226,4666,1618,8513,6141,760,4074,5140,16273,4215,12,2008
LLEIDA,10922,760,2635,1468,705,3360,1994,894,2035,1358,5947,688,1,2006
LLEIDA,10028,575,2225,1416,606,3161,2045,606,1854,1227,5750,591,1,2007
LLEIDA,10987,701,2761,1587,587,3222,3716,738,1845,1615,6150,639,1,2008
LLEIDA,20445,1733,7114,3262,891,4678,2767,1255,3095,5424,10259,412,1,2009
LLEIDA,11086,775,2619,1438,714,3510,2030,903,2088,1272,6061,762,2,2006
LLEIDA,9883,545,2113,1384,626,3134,2081,595,1880,1137,5726,545,2,2007
LLEIDA,11616,752,3010,1678,597,3381,2198,858,1930,1716,6338,774,2,2008
LLEIDA,21826,1888,7631,3490,987,4953,2877,1322,3328,5788,10856,532,2,2009
LLEIDA,10879,813,2426,1400,705,3497,2038,879,2064,1137,6068,731,3,2006
LLEIDA,9771,596,1997,1378,631,3110,2059,581,1831,1040,5758,561,3,2007
LLEIDA,11631,765,2990,1686,610,3382,2198,790,1953,1793,6304,791,3,2008
LLEIDA,22839,1955,7957,3664,1059,5216,2988,1420,3475,5970,11300,674,3,2009
LLEIDA,10308,728,2217,1313,674,3370,2006,768,1986,1041,5867,646,4,2006
LLEIDA,9683,562,1965,1366,596,3099,2095,580,1737,1052,5771,543,4,2007
LLEIDA,12447,928,3330,1805,650,3506,2228,848,2010,2034,6677,878,4,2008
LLEIDA,23618,2016,8193,3760,1066,5452,3131,1505,3515,5977,11831,790,4,2009
LLEIDA,9620,648,1899,1279,620,3304,1870,417,1881,1040,5594,688,5,2005
LLEIDA,9773,661,1933,1249,670,3292,1968,569,1918,973,5714,599,5,2006
LLEIDA,9410,556,1803,1304,572,3079,2096,525,1699,964,5675,547,5,2007
LLEIDA,12832,1001,3502,1873,679,3502,2275,858,2058,2160,6786,970,5,2008
LLEIDA,23475,1962,7973,3728,1086,5527,3199,1429,3520,5790,11877,859,5,2009
LLEIDA,9394,576,1780,1269,575,3271,1923,447,1867,1020,5383,677,6,2005
LLEIDA,9553,598,1938,1246,598,3194,1979,614,1856,920,5425,738,6,2006
LLEIDA,9534,500,1837,1306,600,3129,2162,581,1708,984,5624,637,6,2007
LLEIDA,13232,954,3695,1960,701,3544,2378,920,2126,2370,6822,994,6,2008
LLEIDA,22000,1678,7484,3622,947,5161,3108,1437,3279,5340,11062,882,6,2009
LLEIDA,10105,590,1951,1324,580,3626,2034,555,2014,1056,5727,753,7,2005
LLEIDA,9629,579,1999,1253,581,3196,2021,606,1892,939,5426,766,7,2006
LLEIDA,9658,487,1981,1354,528,3151,2157,591,1753,1082,5610,622,7,2007
LLEIDA,13259,877,3808,2041,616,3502,2415,922,2177,2484,6821,855,7,2008
LLEIDA,22181,1593,7465,3675,931,5300,3217,1566,3388,5237,11014,976,7,2009
LLEIDA,10213,531,2026,1290,620,3713,2033,537,2076,1047,5809,744,8,2005
LLEIDA,9635,569,1982,1232,556,3276,2020,548,1888,945,5566,688,8,2006
LLEIDA,10030,473,2074,1374,532,3371,2206,568,1809,1151,5902,600,8,2007
LLEIDA,13760,882,4062,2097,628,3685,2406,866,2280,2721,7075,818,8,2008
LLEIDA,22661,1553,7436,3730,990,5602,3350,1502,3441,5231,11425,1062,8,2009
LLEIDA,10823,780,2427,1313,713,3639,1951,1149,2054,1007,5731,882,9,2005
LLEIDA,9632,696,1992,1228,605,3157,1954,558,1841,984,5524,725,9,2006
LLEIDA,9845,615,2107,1352,630,3092,2049,682,1679,1087,5510,887,9,2007
LLEIDA,14742,1138,4630,2264,729,3644,2337,1001,2352,3069,7382,938,9,2008
LLEIDA,23607,1778,7838,3846,1133,5735,3277,1931,3335,5230,11950,1161,9,2009
LLEIDA,12031,910,3353,1424,722,3710,1912,2542,2015,1091,5751,632,10,2005
LLEIDA,9903,666,2186,1282,702,3112,1955,688,1857,982,5636,740,10,2006
LLEIDA,10199,692,2292,1377,658,3130,2050,835,1701,1139,5622,902,10,2007
LLEIDA,16454,1270,5409,2585,752,3956,2482,1280,2589,3527,8070,988,10,2008
LLEIDA,24774,1763,8222,4038,1209,6119,3423,2244,3496,5261,12604,1169,10,2009
LLEIDA,11005,817,2702,1374,697,3466,1949,1251,1986,1155,5898,715,11,2005
LLEIDA,9814,664,2098,1284,696,3100,1972,628,1804,1003,5661,718,11,2006
LLEIDA,9923,655,2273,1368,584,3043,2000,646,1693,1238,5685,661,11,2007
LLEIDA,17494,1415,5900,2788,774,4090,2527,1291,2779,3966,8513,945,11,2008
LLEIDA,10808,789,2711,1442,670,3263,1933,1233,1946,1265,5656,708,12,2005
LLEIDA,9939,621,2242,1394,614,3080,1988,626,1852,1221,5601,639,12,2006
LLEIDA,10010,656,2470,1427,519,2943,1995,656,1696,1476,5561,621,12,2007
LLEIDA,18590,1529,6537,3006,769,4157,2592,1298,3009,4472,8882,929,12,2008
LUGO,18958,1169,3269,3475,1353,6494,3198,626,1950,2249,626,2904,1,2006
LUGO,16885,967,2701,3174,1185,5570,3288,538,1753,1948,538,2672,1,2007
LUGO,16235,796,2733,3154,1010,5277,3265,564,1562,1939,9461,2709,1,2008
LUGO,19358,1185,4165,3820,963,5694,3531,695,2025,3235,11754,1649,1,2009
LUGO,18305,1047,3069,3393,1314,6347,3135,624,1899,2125,624,2849,2,2006
LUGO,16280,903,2545,3116,1119,5361,3236,514,1690,1898,514,2590,2,2007
LUGO,16215,821,2656,3163,1009,5325,3241,556,1581,1928,9392,2758,2,2008
LUGO,19685,1236,4214,3912,995,5804,3524,654,2095,3350,11877,1709,2,2009
LUGO,18162,1034,3044,3371,1312,6263,3138,602,1884,2088,602,2868,3,2006
LUGO,16053,833,2498,3045,1088,5371,3218,511,1651,1827,511,2572,3,2007
LUGO,15884,803,2586,3146,950,5174,3225,540,1558,1955,9169,2662,3,2008
LUGO,19871,1235,4250,3849,1058,5924,3555,614,2085,3347,11948,1877,3,2009
LUGO,17186,918,2804,3266,1198,5895,3105,591,1810,1964,591,2735,4,2006
LUGO,15445,765,2361,3005,992,5140,3182,478,1595,1775,9061,2536,4,2007
LUGO,15484,768,2531,3078,915,4981,3211,519,1511,1949,8904,2601,4,2008
LUGO,19521,1172,4151,3874,1019,5758,3547,601,2053,3255,11730,1882,4,2009
LUGO,17044,865,2716,3093,1311,6056,3003,480,1876,1952,10130,2606,5,2005
LUGO,16067,827,2513,3186,1053,5466,3022,553,1693,1837,553,2612,5,2006
LUGO,14671,721,2155,2929,906,4842,3118,458,1546,1668,8549,2450,5,2007
LUGO,15085,782,2440,3115,838,4753,3157,515,1473,1952,8569,2576,5,2008
LUGO,18922,1117,3930,3824,972,5556,3523,617,2007,3143,11247,1908,5,2009
LUGO,16104,896,2434,3146,1086,5555,2987,432,1818,1933,9433,2488,6,2005
LUGO,15124,844,2234,3079,925,5006,3036,526,1625,1728,526,2471,6,2006
LUGO,13775,751,1826,2821,880,4451,3046,410,1436,1511,7901,2517,6,2007
LUGO,14412,740,2361,3069,706,4443,3093,558,1418,1902,8151,2383,6,2008
LUGO,17967,1084,3742,3732,828,5137,3444,597,1954,2990,10549,1877,6,2009
LUGO,15501,777,2352,3016,1001,5396,2959,411,1782,1842,9011,2455,7,2005
LUGO,14256,691,2040,2911,848,4796,2970,422,1530,1621,422,2318,7,2006
LUGO,13445,663,1880,2854,814,4257,2977,416,1356,1532,7721,2420,7,2007
LUGO,13564,658,2214,2972,637,4098,2985,442,1426,1815,7655,2226,7,2008
LUGO,17086,1099,3504,3609,830,4738,3306,499,1845,2870,9923,1949,7,2009
LUGO,15690,745,2411,2992,1036,5518,2988,394,1756,1838,9280,2422,8,2005
LUGO,14318,701,2109,2827,848,4905,2928,423,1564,1655,423,2273,8,2006
LUGO,13413,666,1931,2854,819,4194,2949,425,1367,1563,7696,2362,8,2007
LUGO,13858,652,2358,3013,634,4229,2972,465,1420,1897,7906,2170,8,2008
LUGO,17652,1098,3660,3642,852,5032,3368,500,1886,2940,10337,1989,8,2009
LUGO,15445,807,2413,2964,1019,5359,2883,389,1724,1873,9081,2378,9,2005
LUGO,14276,710,2054,2817,897,4865,2933,412,1558,1627,412,2252,9,2006
LUGO,13829,712,1974,2805,908,4435,2995,429,1359,1553,8003,2485,9,2007
LUGO,14485,741,2492,3026,710,4446,3070,479,1460,1960,8337,2249,9,2008
LUGO,18470,1147,3771,3688,971,5413,3480,517,1852,2967,10934,2200,9,2009
LUGO,16345,913,2625,3122,1108,5613,2964,502,1756,1973,9802,2312,10,2005
LUGO,14925,812,2209,2930,1021,4929,3024,476,1644,1704,476,2316,10,2006
LUGO,14561,739,2218,2916,956,4674,3058,495,1433,1610,8504,2519,10,2007
LUGO,15752,861,2914,3157,843,4776,3201,564,1558,2146,9134,2350,10,2008
LUGO,19687,1217,4290,3785,1060,5758,3577,657,2006,3158,11603,2263,10,2009
LUGO,17829,1082,3043,3262,1255,6088,3099,579,1885,2118,10533,2714,11,2005
LUGO,15993,897,2492,3037,1138,5295,3134,527,1705,1800,527,2577,11,2006
LUGO,15725,839,2475,2972,1101,5106,3232,504,1516,1715,9129,2861,11,2007
LUGO,17303,1020,3359,3345,974,5259,3346,584,1708,2401,10048,2562,11,2008
LUGO,18176,1195,3270,3355,1248,6015,3093,616,1925,2236,10563,2836,12,2005
LUGO,16162,996,2680,3076,1074,5178,3158,545,1757,1913,545,2603,12,2006
LUGO,15659,877,2637,3043,1049,4868,3185,541,1513,1840,8981,2784,12,2007
LUGO,17861,1083,3767,3653,897,5122,3339,653,1823,2720,10130,2535,12,2008
MADRID,225259,12714,44026,32358,12733,76752,46676,1738,20992,18855,171717,11957,1,2006
MADRID,218201,12235,43351,32496,11237,71458,47424,1910,19951,20190,166339,9811,1,2007
MADRID,246797,14882,55164,38337,11662,75233,51519,2409,19909,30034,185086,9359,1,2008
MADRID,369256,26761,105747,58838,17861,99527,60522,1695,35221,72156,250095,10089,1,2009
MADRID,225214,12756,43533,32202,12792,76908,47023,1813,20992,18345,171898,12166,2,2006
MADRID,220752,12429,42930,32753,11788,72472,48380,1949,19767,19770,168941,10325,2,2007
MADRID,255339,15675,58122,39442,12390,77268,52442,2537,19989,31640,191008,10165,2,2008
MADRID,387545,28282,111317,61476,19459,104533,62478,1759,37088,75103,262581,11014,2,2009
MADRID,223860,12569,42816,31915,12588,76785,47187,1810,20692,17878,171475,12005,3,2006
MADRID,222811,12633,43069,32949,11900,73315,48945,2011,19982,19885,170255,10678,3,2007
MADRID,253924,16133,58668,39876,12315,75404,51528,2357,19724,32958,188336,10549,3,2008
MADRID,405673,29884,117285,63964,20736,109248,64556,1888,38963,77215,274717,12890,3,2009
MADRID,220235,12176,41799,31770,11990,75441,47059,1773,20325,17650,168862,11625,4,2006
MADRID,222172,12312,42673,33361,11554,72833,49439,2039,19899,20306,169477,10451,4,2007
MADRID,259611,16822,61126,41146,12382,75930,52205,2068,19953,35086,191558,10946,4,2008
MADRID,415142,29961,120102,65446,20975,112622,66036,1883,39444,77318,282143,14354,4,2009
MADRID,222419,12074,42170,33590,11986,76406,46193,1132,21995,17060,166252,15980,5,2005
MADRID,215751,11643,40306,31321,11524,73960,46997,1724,20018,17231,165409,11369,5,2006
MADRID,218126,11902,42209,32984,10707,71202,49122,1997,19417,20565,166194,9953,5,2007
MADRID,262660,17405,62456,42165,12440,75750,52444,1775,20315,36614,192973,10983,5,2008
MADRID,417273,29486,120330,66128,20657,113732,66940,1728,39832,76191,284503,15019,5,2009
MADRID,221889,11920,40528,32607,11585,77168,48081,1184,21624,16578,167136,15367,6,2005
MADRID,206759,10555,37080,30258,10021,71669,47176,1664,19080,16451,158949,10615,6,2006
MADRID,216651,11873,41351,32899,10350,70724,49454,1962,18928,20780,165482,9499,6,2007
MADRID,266936,17588,63407,42783,12080,77114,53964,1557,20368,37938,195550,11523,6,2008
MADRID,418284,27702,119008,66915,19138,116269,69252,1708,40518,74406,286688,14964,6,2009
MADRID,224153,10996,40445,32812,10959,78927,50014,1168,21232,17224,170724,13805,7,2005
MADRID,212432,10047,38663,30915,9672,74600,48535,1629,19409,17643,163613,10138,7,2006
MADRID,216289,10941,41963,33150,9801,71095,49339,1915,18720,21686,165111,8857,7,2007
MADRID,268135,16804,63908,43282,11526,78454,54161,1545,20212,38331,196890,11157,7,2008
MADRID,416264,26375,116358,67255,19026,117266,69984,1755,39292,72069,288519,14629,7,2009
MADRID,227684,11527,41936,33069,11566,80425,49161,1228,21751,17974,173523,13208,8,2005
MADRID,217021,10601,41079,31515,10142,75969,47715,1579,19964,18817,166792,9869,8,2006
MADRID,223083,11466,44368,33928,10408,73127,49786,1908,19184,23302,170080,8609,8,2007
MADRID,279234,17354,68058,44865,12187,81821,54949,1636,21039,40729,204608,11222,8,2008
MADRID,424759,26201,119184,68224,19659,120574,70917,1796,39724,72542,296063,14634,8,2009
MADRID,221671,12438,40657,32344,12236,77295,46701,1377,21009,16655,168813,13817,9,2005
MADRID,213081,11341,39531,30737,10999,73575,46898,1686,19729,17665,163480,10521,9,2006
MADRID,220372,12497,43488,33381,10997,71113,48896,1995,18865,22594,167674,9244,9,2007
MADRID,288972,19940,71831,46110,13677,82535,54879,1819,21801,43152,209877,12323,9,2008
MADRID,430784,28898,120939,68879,21841,119636,70591,1871,40134,73615,299235,15929,9,2009
MADRID,221285,13133,41002,31798,13185,75765,46402,1593,20879,16899,169514,12400,10,2005
MADRID,213581,12232,40141,30816,11881,71757,46754,1931,19563,18180,163187,10720,10,2006
MADRID,225543,13249,45427,34121,11579,71399,49768,2177,18748,23479,171598,9541,10,2007
MADRID,315159,22839,82029,49519,16261,87862,56649,2429,23475,48393,227458,13404,10,2008
MADRID,441858,30028,124876,70817,22793,121328,72016,2249,40780,75412,306902,16515,10,2009
MADRID,220227,12971,41191,31340,12875,75515,46335,1686,20599,17240,168187,12515,11,2005
MADRID,212754,12283,40741,31112,11664,70336,46618,2000,19585,18822,161653,10694,11,2006
MADRID,227629,13549,47454,34770,11160,70997,49699,2316,18579,25184,172013,9537,11,2007
MADRID,330439,24482,89251,52153,16884,90241,57428,2519,24714,52837,236664,13705,11,2008
MADRID,216066,12052,42758,31599,11305,73219,45133,1667,20554,19133,163097,11615,12,2005
MADRID,211558,11904,43418,31848,10441,68275,45672,1955,19645,21218,158938,9802,12,2006
MADRID,229150,13063,51234,36266,9994,69678,48915,2260,18869,29129,170088,8804,12,2007
MADRID,345333,24579,98732,55931,16167,92065,57859,2511,26440,61080,242253,13049,12,2008
MALAGA,85614,5926,18009,12351,5993,27802,15533,1585,6795,12910,52627,11697,1,2006
MALAGA,89240,5649,17820,12722,6116,29197,17736,1769,6897,12586,54992,12996,1,2007
MALAGA,100241,5895,22623,15057,5407,31319,19940,2324,7356,16925,60685,12951,1,2008
MALAGA,146123,9890,41944,24189,6551,39646,23903,1880,10302,37474,86826,9641,1,2009
MALAGA,85084,5722,17382,12160,6202,27878,15740,1572,6741,12274,52854,11643,2,2006
MALAGA,87672,5494,17034,12569,6124,28758,17693,1714,6853,12226,54033,12846,2,2007
MALAGA,100754,5908,22988,15298,5366,31142,20052,2475,7439,17621,60240,12979,2,2008
MALAGA,150978,10464,43167,24786,6984,41010,24567,1975,10759,38589,89458,10197,2,2009
MALAGA,84114,5647,16636,12058,6196,27747,15830,1608,6680,11827,52042,11957,3,2006
MALAGA,86410,5368,16730,12492,5980,28106,17734,1732,6793,12158,52660,13067,3,2007
MALAGA,100335,6074,23277,15533,5368,30155,19928,2361,7453,18365,58808,13348,3,2008
MALAGA,154947,10787,44276,25401,7285,41938,25260,2170,11031,39713,90798,11235,3,2009
MALAGA,80476,5085,15759,11872,5708,26489,15563,1625,6605,11568,49163,11515,4,2006
MALAGA,85045,5311,16321,12411,5786,27423,17793,1757,6706,12172,51198,13212,4,2007
MALAGA,101514,6364,23901,16008,5408,29967,19866,2368,7705,19389,59919,12133,4,2008
MALAGA,155330,10655,44578,25903,7207,41568,25419,2303,11041,40449,89738,11799,4,2009
MALAGA,68439,3601,13244,10484,4789,23117,13204,1105,5985,9858,41989,9502,5,2005
MALAGA,78047,4753,14957,11652,5420,25803,15462,1550,6461,11167,47642,11227,5,2006
MALAGA,83319,5095,15902,12329,5312,26885,17796,1713,6647,11996,50084,12879,5,2007
MALAGA,102274,6236,24461,16334,5151,30075,20017,2398,7805,19951,60109,12011,5,2008
MALAGA,154170,10161,44142,25864,6834,41485,25684,2256,10874,40050,88526,12464,5,2009
MALAGA,67491,3630,12843,10397,4571,22830,13220,1101,5955,9746,40959,9730,6,2005
MALAGA,76319,4445,14530,11423,5032,25149,15740,1509,6549,11047,46327,10887,6,2006
MALAGA,82549,4996,15800,12344,5083,26481,17845,1773,6592,12238,49161,12785,6,2007
MALAGA,103495,6446,25153,16841,5081,29974,20000,2429,7842,20964,59823,12437,6,2008
MALAGA,151610,9563,43207,25848,6550,41208,25234,2272,10665,39520,86977,12176,6,2009
MALAGA,69891,3793,13308,10581,4533,23898,13778,1156,6092,10140,42572,9931,7,2005
MALAGA,75920,4252,14604,11434,4654,25193,15783,1534,6488,11181,45847,10870,7,2006
MALAGA,83075,5088,16279,12431,5020,26520,17737,1812,6601,12689,49065,12908,7,2007
MALAGA,107103,6742,26715,17516,5121,30630,20379,2607,7965,22480,61149,12902,7,2008
MALAGA,150222,8993,42343,26074,6225,40490,26097,2235,10489,39077,85154,13267,7,2009
MALAGA,70238,3822,13618,10657,4455,23925,13761,1224,6178,10387,42432,10017,8,2005
MALAGA,76965,4405,15157,11618,4648,25356,15781,1532,6662,11719,46206,10846,8,2006
MALAGA,84305,4835,17204,12771,4875,26843,17777,1925,6666,13649,49744,12321,8,2007
MALAGA,111316,7088,28732,18328,5264,31319,20585,2706,8091,24347,62952,13220,8,2008
MALAGA,153354,8947,43716,26820,6252,41272,26347,2241,10689,40170,86575,13679,8,2009
MALAGA,71905,4310,13746,10622,4976,24384,13867,1291,6193,10156,43397,10868,9,2005
